,Unnamed: 0,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Tên xe,Giá xe,Nhãn hiệu,Mẫu xe,Nhiên liệu,Dung tích
8009,10740,2014,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Kem,Kem,5,5,AWD - 4 bánh toàn thời gian,LandRover Range Rover HSE 3.0 ,1580000000,LandRover,Range Rover HSE 3.0 ,Xăng,3.0
8010,10744,2019,Xe đã dùng,26000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 ,969000000,Mercedes,Benz C class C200 ,Xăng,1.5
8011,10746,2023,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Avantgarde ,1399000000,Mercedes,Benz C class C200 Avantgarde ,Xăng,1.5
8012,10747,2020,Xe đã dùng,83000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sedona 2.2 DAT Deluxe ,820000000,Kia,Sedona 2.2 DAT Deluxe ,Dầu,2.2
8013,10750,2020,Xe đã dùng,42000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Kia Cerato 2.0 AT Premium ,535000000,Kia,Cerato 2.0 AT Premium ,Xăng,2.0
8014,10753,2009,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.4 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.4G ,309000000,Toyota,Camry 2.4G ,Xăng,2.4
8015,10756,2021,Xe đã dùng,45000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Cao cấp 2.2L HTRAC ,1070000000,Hyundai,SantaFe Cao cấp 2.2L HTRAC ,Dầu,2.2
8016,10760,2019,Xe đã dùng,42000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5G ,445000000,Toyota,Vios 1.5G ,Xăng,1.5
8017,10761,2019,Xe đã dùng,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.5 L,Vàng,Vàng,5,4,RFD - Dẫn động cầu sau,Nissan Navara EL 2.5 AT 2WD ,455000000,Nissan,Navara EL 2.5 AT 2WD ,Dầu,2.5
8018,10764,2009,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng 4.6 L,Đen,Đen,7,5,AWD - 4 bánh toàn thời gian,Lexus GX 460 ,1220000000,Lexus,GX 460 ,Xăng,4.6
8019,10767,2022,Xe đã dùng,29000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios E CVT ,476000000,Toyota,Vios E CVT ,Xăng,1.5
8020,10770,2012,Xe đã dùng,165000,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Đen,Đen,8,5,RFD - Dẫn động cầu sau,Toyota Innova G ,265000000,Toyota,Innova G ,Xăng,2.0
8021,10771,2019,Xe đã dùng,80000,Nhập khẩu,SUV,Số tay,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Xpander 1.5 MT ,435000000,Mitsubishi,Xpander 1.5 MT ,Xăng,1.5
8022,10773,2015,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.6 L,Màu khác,Màu khác,5,4,FWD - Dẫn động cầu trước,Chevrolet Cruze LT 1.6 MT ,230000000,Chevrolet,Cruze LT 1.6 MT ,Xăng,1.6
8023,10778,2008,Xe đã dùng,130000,Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Hyundai SantaFe SLX ,349000000,Hyundai,SantaFe SLX ,Dầu,2.0
8024,10779,2023,Xe đã dùng,114,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Vios E CVT ,483000000,Toyota,Vios E CVT ,Xăng,1.5
8025,10781,2016,Xe đã dùng,86000,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Nâu,Nâu,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0E ,442000000,Toyota,Innova 2.0E ,Xăng,2.0
8026,10784,2021,Xe đã dùng,57000,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Nâu,Nâu,8,5,RFD - Dẫn động cầu sau,Toyota Innova E 2.0 MT ,655000000,Toyota,Innova E 2.0 MT ,Xăng,2.0
8027,10785,2023,Xe đã dùng,7500,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Nâu,Nâu,8,5,RFD - Dẫn động cầu sau,Toyota Innova E 2.0 MT ,715000000,Toyota,Innova E 2.0 MT ,Xăng,2.0
8028,10790,2015,Xe đã dùng,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 3.2 L,Đen,Đen,5,4,4WD - Dẫn động 4 bánh,Ford Ranger Wildtrak 3.2L 4x4 AT ,455000000,Ford,Ranger Wildtrak 3.2L 4x4 AT ,Dầu,3.2
8029,10797,2018,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đỏ,Đỏ,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C300 AMG ,970000000,Mercedes,Benz C class C300 AMG ,Xăng,2.0
8030,10798,2021,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.4 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4G 4x2 AT ,969000000,Toyota,Fortuner 2.4G 4x2 AT ,Dầu,2.4
8031,10799,2011,Xe đã dùng,120000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 3.0 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E300 ,490000000,Mercedes,Benz E class E300 ,Xăng,3.0
8032,10800,2018,Xe đã dùng,46000,Nhập khẩu,SUV,Số tự động,Xăng 2.7 L,Nâu,Nâu,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.7V 4x2 AT ,766000000,Toyota,Fortuner 2.7V 4x2 AT ,Xăng,2.7
8033,10803,2016,Xe đã dùng,136000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Nhiều màu,Nhiều màu,7,5,FWD - Dẫn động cầu trước,Kia Sedona 2.2L DAT ,610000000,Kia,Sedona 2.2L DAT ,Dầu,2.2
8034,10805,2019,Xe đã dùng,68000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.4 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mitsubishi Triton 4x2 AT Mivec ,515000000,Mitsubishi,Triton 4x2 AT Mivec ,Dầu,2.4
8035,10806,2010,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng 3.5 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Toyota Sienna LE 3.5 ,880000000,Toyota,Sienna LE 3.5 ,Xăng,3.5
8036,10812,2016,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng 2.4 L,Đen,Đen,8,5,FWD - Dẫn động cầu trước,Honda Odyssey 2.4 AT ,925000000,Honda,Odyssey 2.4 AT ,Xăng,2.4
8037,10814,2013,Xe đã dùng,140000,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu 2.2 L,Đen,Đen,5,4,4WD - Dẫn động 4 bánh,Ford Ranger XLT 2.2L 4x4 MT ,330000000,Ford,Ranger XLT 2.2L 4x4 MT ,Dầu,2.2
8038,10815,2011,Xe đã dùng,128618,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 0.8 L,Ghi,Ghi,5,5,FWD - Dẫn động cầu trước,Chevrolet Spark LT 0.8 AT ,155000000,Chevrolet,Spark LT 0.8 AT ,Xăng,0.8
8039,10818,2014,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Honda CRV 2.4 AT ,485000000,Honda,CRV 2.4 AT ,Xăng,2.4
8040,10819,2019,Xe đã dùng,50000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai Kona 2.0 AT ,495000000,Hyundai,Kona 2.0 AT ,Xăng,2.0
8041,10821,2020,Xe đã dùng,37000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Premium 2.2L HTRAC ,940000000,Hyundai,SantaFe Premium 2.2L HTRAC ,Dầu,2.2
8042,10826,2020,Xe đã dùng,45000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.4 L,Nhiều màu,Nhiều màu,5,4,RFD - Dẫn động cầu sau,Toyota Hilux 2.4L 4x2 AT ,639000000,Toyota,Hilux 2.4L 4x2 AT ,Dầu,2.4
8043,10833,2023,Xe đã dùng,9000,Nhập khẩu,Sedan,Số tự động,Xăng 1.8 L,Đỏ,Đỏ,5,4,FWD - Dẫn động cầu trước,Toyota Corolla altis 1.8V ,848000000,Toyota,Corolla altis 1.8V ,Xăng,1.8
8044,10834,2010,Xe đã dùng,110000,Nhập khẩu,Hatchback,Số tay,Xăng 1.0 L,Bạc,Bạc,5,5,FWD - Dẫn động cầu trước,Toyota Yaris 1.0 MT ,135000000,Toyota,Yaris 1.0 MT ,Xăng,1.0
8045,10836,2019,Xe đã dùng,32000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E300 AMG ,1585000000,Mercedes,Benz E class E300 AMG ,Xăng,2.0
8046,10841,2016,Xe đã dùng,80000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLC 250 4Matic ,920000000,Mercedes,Benz GLC 250 4Matic ,Xăng,2.0
8047,10846,2022,Xe đã dùng,38000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Nâu,Nâu,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5L Deluxe ,560000000,Mazda,3 1.5L Deluxe ,Xăng,1.5
8048,10847,2018,Xe đã dùng,34000,Nhập khẩu,Hatchback,Số tự động,Xăng 2.0 L,Nhiều màu,Nhiều màu,4,3,FWD - Dẫn động cầu trước,Mini Cooper JCW 3Dr ,1599000000,Mini,Cooper JCW 3Dr ,Xăng,2.0
8049,10849,2022,Xe đã dùng,38000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios E CVT ,465000000,Toyota,Vios E CVT ,Xăng,1.5
8050,10852,2014,Xe đã dùng,70000,Nhập khẩu,SUV,Số tự động,Xăng 3.6 L,Kem,Kem,5,5,AWD - 4 bánh toàn thời gian,Porsche Cayenne 3.6 V6 ,1590000000,Porsche,Cayenne 3.6 V6 ,Xăng,3.6
8051,10854,2016,Xe đã dùng,82000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLC 300 4Matic ,890000000,Mercedes,Benz GLC 300 4Matic ,Xăng,2.0
8052,10857,2017,Xe đã dùng,80000,Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Đen,Đen,7,5,AWD - 4 bánh toàn thời gian,BMW X5 xDrive35i ,1199000000,BMW,X5 xDrive35i ,Xăng,3.0
8053,10858,2021,Xe đã dùng,35000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.2 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mazda BT50 Deluxe 2.2L 4x2 AT ,515000000,Mazda,BT50 Deluxe 2.2L 4x2 AT ,Dầu,2.2
8054,10859,2015,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Ford Fiesta Titanium 1.5 AT ,310000000,Ford,Fiesta Titanium 1.5 AT ,Xăng,1.5
8055,10862,2020,Xe đã dùng,43000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.4 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,VinFast Fadil 1.4 AT Plus ,330000000,VinFast,Fadil 1.4 AT Plus ,Xăng,1.4
8056,10865,2023,Xe đã dùng,999,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Peugeot 408 GT 1.6 AT ,1270000000,Peugeot,408 GT 1.6 AT ,Xăng,1.6
8057,10871,2021,Xe đã dùng,30000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Honda CRV L ,908000000,Honda,CRV L ,Xăng,1.5
8058,10872,2006,Xe đã dùng,16000,Nhập khẩu,Sedan,Số tự động,Xăng 3.0 L,Vàng,Vàng,5,4,RFD - Dẫn động cầu sau,Lexus GS 300 ,365000000,Lexus,GS 300 ,Xăng,3.0
8059,10873,2017,Xe đã dùng,113000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Nâu,Nâu,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0G ,510000000,Toyota,Innova 2.0G ,Xăng,2.0
8060,10879,2006,Xe đã dùng,110000,Lắp ráp trong nước,SUV,Số tay,Xăng 4.5 L,Đen,Đen,8,5,4WD - Dẫn động 4 bánh,Toyota Land Cruiser GX 4.5 ,499000000,Toyota,Land Cruiser GX 4.5 ,Xăng,4.5
8061,10881,2015,Xe đã dùng,110000,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Kem,Kem,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0E ,365000000,Toyota,Innova 2.0E ,Xăng,2.0
8062,10882,2015,Xe đã dùng,80000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 3.0 L,Màu khác,Màu khác,5,4,RFD - Dẫn động cầu sau,Mercedes Benz S class S400L ,1350000000,Mercedes,Benz S class S400L ,Xăng,3.0
8063,10887,2017,Xe đã dùng,55000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLC 300 4Matic ,1099000000,Mercedes,Benz GLC 300 4Matic ,Xăng,2.0
8064,10888,2018,Xe đã dùng,100000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Vàng,Vàng,7,5,FWD - Dẫn động cầu trước,Kia Sedona 2.2L DATH ,745000000,Kia,Sedona 2.2L DATH ,Dầu,2.2
8065,10893,2021,Xe đã dùng,42000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5G CVT ,479000000,Toyota,Vios 1.5G CVT ,Xăng,1.5
8066,10895,2019,Xe đã dùng,70000,Nhập khẩu,SUV,Số tự động,Dầu 2.0 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Ford Everest Titanium 2.0L 4x2 AT ,845000000,Ford,Everest Titanium 2.0L 4x2 AT ,Dầu,2.0
8067,10896,2021,Xe đã dùng,10000,Nhập khẩu,Hatchback,Số tự động,Xăng 1.2 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Toyota Wigo 1.2 AT ,340000000,Toyota,Wigo 1.2 AT ,Xăng,1.2
8068,10899,2022,Xe đã dùng,20000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Cao cấp 2.5L HTRAC ,1175000000,Hyundai,SantaFe Cao cấp 2.5L HTRAC ,Xăng,2.5
8069,10901,2015,Xe đã dùng,90,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 6 2.0 AT ,415000000,Mazda,6 2.0 AT ,Xăng,2.0
8070,10903,2019,Xe đã dùng,85000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đen,Đen,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0 Venturer ,615000000,Toyota,Innova 2.0 Venturer ,Xăng,2.0
8071,10908,2022,Xe đã dùng,38000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai Accent 1.4 AT Đặc Biệt ,499000000,Hyundai,Accent 1.4 AT Đặc Biệt ,Xăng,1.4
8072,10909,2021,Xe đã dùng,35000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 Premium 2.0 AT ,788000000,Mazda,CX5 Premium 2.0 AT ,Xăng,2.0
8073,10913,2019,Xe đã dùng,51000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.8 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Corolla altis 1.8G AT ,550000000,Toyota,Corolla altis 1.8G AT ,Xăng,1.8
8074,10918,2019,Xe đã dùng,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai Kona 2.0 ATH ,495000000,Hyundai,Kona 2.0 ATH ,Xăng,2.0
8075,10919,2016,Xe đã dùng,90000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sorento GATH ,515000000,Kia,Sorento GATH ,Xăng,2.4
8076,10923,2022,Xe đã dùng,30000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Sonet Premium 1.5 AT ,565000000,Kia,Sonet Premium 1.5 AT ,Xăng,1.5
8077,10924,2015,Xe đã dùng,86000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Honda CRV 2.4 AT ,520000000,Honda,CRV 2.4 AT ,Xăng,2.4
8078,10927,2020,Xe đã dùng,55000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.25 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai i10 Grand 1.2 MT ,292000000,Hyundai,i10 Grand 1.2 MT ,Xăng,1.25
8079,10930,2015,Xe đã dùng,91000,Nhập khẩu,Van/Minivan,Số tay,Xăng 2.4 L,Ghi,Ghi,6,4,RFD - Dẫn động cầu sau,Hyundai Grand Starex Van 2.4 MT ,409000000,Hyundai,Grand Starex Van 2.4 MT ,Xăng,2.4
8080,10932,2013,Xe đã dùng,80000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.6 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai Avante 1.6 MT ,250000000,Hyundai,Avante 1.6 MT ,Xăng,1.6
8081,10936,2022,Xe đã dùng,11000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5L Luxury ,610000000,Mazda,3 1.5L Luxury ,Xăng,1.5
8082,10937,2022,Xe đã dùng,8000,Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Toyota Corolla Cross 1.8V ,835000000,Toyota,Corolla Cross 1.8V ,Xăng,1.8
8083,10941,2020,Xe đã dùng,18000,Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Nâu,Nâu,5,5,FWD - Dẫn động cầu trước,Toyota Corolla Cross 1.8V ,755000000,Toyota,Corolla Cross 1.8V ,Xăng,1.8
8084,10944,2020,Xe đã dùng,63000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Kia Sedona 2.2 DAT Luxury ,920000000,Kia,Sedona 2.2 DAT Luxury ,Dầu,2.2
8085,10945,2010,Xe đã dùng,140000,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Xám,Xám,5,4,FWD - Dẫn động cầu trước,Hyundai Sonata 2.0 AT ,365000000,Hyundai,Sonata 2.0 AT ,Xăng,2.0
8086,10950,2015,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Đen,Đen,7,5,4WD - Dẫn động 4 bánh,Hyundai SantaFe 2.4L 4WD ,585000000,Hyundai,SantaFe 2.4L 4WD ,Xăng,2.4
8087,10951,2021,Xe đã dùng,36000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Xpander 1.5 AT ,535000000,Mitsubishi,Xpander 1.5 AT ,Xăng,1.5
8088,10952,2016,Xe đã dùng,100000,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Nâu,Nâu,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0E ,375000000,Toyota,Innova 2.0E ,Xăng,2.0
8089,10955,2015,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.7 L,Kem,Kem,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.7V 4x2 AT ,475000000,Toyota,Fortuner 2.7V 4x2 AT ,Xăng,2.7
8090,10959,2016,Xe đã dùng,62000,Lắp ráp trong nước,SUV,Số tay,Xăng 1.5 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Ford EcoSport Trend 1.5L MT ,298000000,Ford,EcoSport Trend 1.5L MT ,Xăng,1.5
8091,10961,2022,Xe đã dùng,31850,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios G 1.5 CVT ,510000000,Toyota,Vios G 1.5 CVT ,Xăng,1.5
8092,10962,2022,Xe đã dùng,42458,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.0Q ,1010000000,Toyota,Camry 2.0Q ,Xăng,2.0
8093,10963,2005,Xe đã dùng,66000,Lắp ráp trong nước,SUV,Số tay,Xăng 1.8 L,Xám,Xám,8,5,RFD - Dẫn động cầu sau,Toyota Zace Surf ,290000000,Toyota,Zace Surf ,Xăng,1.8
8094,10966,2019,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5L Luxury ,505000000,Mazda,3 1.5L Luxury ,Xăng,1.5
8095,10972,2016,Xe đã dùng,100000,Nhập khẩu,SUV,Số tự động,Xăng 3.0 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Audi Q7 3.0 AT ,1390000000,Audi,Q7 3.0 AT ,Xăng,3.0
8096,10977,2019,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Mazda CX5 2.5 AT 2WD ,670000000,Mazda,CX5 2.5 AT 2WD ,Xăng,2.5
8097,10979,2018,Xe đã dùng,73000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Nâu,Nâu,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0G ,580000000,Toyota,Innova 2.0G ,Xăng,2.0
8098,10981,2013,Xe đã dùng,140000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.1 L,Nâu,Nâu,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLK Class GLK220 CDI 4Matic ,615000000,Mercedes,Benz GLK Class GLK220 CDI 4Matic ,Dầu,2.1
8099,10983,2010,Xe đã dùng,130000,Nhập khẩu,Hatchback,Số tự động,Xăng 1.8 L,Trắng,Trắng,5,5,FWD - Dẫn động cầu trước,Nissan Tiida 1.8 AT ,235000000,Nissan,Tiida 1.8 AT ,Xăng,1.8
8100,10984,2009,Xe đã dùng,13577,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Honda CRV 2.4 AT ,295000000,Honda,CRV 2.4 AT ,Xăng,2.4
8101,10989,2022,Xe đã dùng,28000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Toyota Veloz Cross Top 1.5 CVT ,625000000,Toyota,Veloz Cross Top 1.5 CVT ,Xăng,1.5
8102,10990,2022,Xe đã dùng,48492,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios E CVT ,465000000,Toyota,Vios E CVT ,Xăng,1.5
8103,10992,2016,Xe đã dùng,56000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford Fiesta S 1.0AT Ecoboost ,315000000,Ford,Fiesta S 1.0AT Ecoboost ,Xăng,1.0
8104,10993,2018,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E200 ,1099000000,Mercedes,Benz E class E200 ,Xăng,2.0
8105,10994,2015,Xe đã dùng,9000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.2 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mazda BT50 2.2L 4x2 AT ,385000000,Mazda,BT50 2.2L 4x2 AT ,Dầu,2.2
8106,10998,2022,Xe đã dùng,1,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Hyundai i10 1.2 AT ,409000000,Hyundai,i10 1.2 AT ,Xăng,1.25
8107,10999,2007,Xe đã dùng,86000,Nhập khẩu,SUV,Số tự động,Xăng 3.7 L,Đen,Đen,7,5,AWD - 4 bánh toàn thời gian,Acura MDX SH-AWD ,340000000,Acura,MDX SH-AWD ,Xăng,3.7
8108,11002,2020,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Tím,Tím,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Premium 2.2L HTRAC ,928000000,Hyundai,SantaFe Premium 2.2L HTRAC ,Dầu,2.2
8109,11003,2022,Xe đã dùng,50,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Avantgarde ,1439000000,Mercedes,Benz C class C200 Avantgarde ,Xăng,1.5
8110,11004,2018,Xe đã dùng,65000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.6 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Kia Cerato 1.6 MT ,368000000,Kia,Cerato 1.6 MT ,Xăng,1.6
